week,date,time,link,name,season,scraped
24 - 30 Mar 2014,"Sunday, Mar 30 2014",13:30,https://www.whoscored.com/Matches/720804/MatchReport/England-Premier-League-2013-2014-Fulham-Everton,Fulham-Everton,2013-2014,x
24 - 30 Mar 2014,"Sunday, Mar 30 2014",16:00,https://www.whoscored.com/Matches/720806/MatchReport/England-Premier-League-2013-2014-Liverpool-Tottenham,Liverpool-Tottenham,2013-2014,x
17 - 23 Mar 2014,"Saturday, Mar 22 2014",12:45,https://www.whoscored.com/Matches/720796/MatchReport/England-Premier-League-2013-2014-Chelsea-Arsenal,Chelsea-Arsenal1,2013-2014,x
17 - 23 Mar 2014,"Saturday, Mar 22 2014",15:00,https://www.whoscored.com/Matches/720797/MatchReport/England-Premier-League-2013-2014-Everton-Swansea,Everton-Swansea,2013-2014,x
17 - 23 Mar 2014,"Saturday, Mar 22 2014",15:00,https://www.whoscored.com/Matches/720798/MatchReport/England-Premier-League-2013-2014-Hull-West-Bromwich-Albion,Hull-West Bromwich Albion,2013-2014,x
17 - 23 Mar 2014,"Saturday, Mar 22 2014",15:00,https://www.whoscored.com/Matches/720799/MatchReport/England-Premier-League-2013-2014-Manchester-City-Fulham,Manchester City-Fulham1,2013-2014,x
17 - 23 Mar 2014,"Saturday, Mar 22 2014",15:00,https://www.whoscored.com/Matches/720800/MatchReport/England-Premier-League-2013-2014-Newcastle-United-Crystal-Palace,Newcastle United-Crystal Palace,2013-2014,x
17 - 23 Mar 2014,"Saturday, Mar 22 2014",15:00,https://www.whoscored.com/Matches/720801/MatchReport/England-Premier-League-2013-2014-Norwich-Sunderland,Norwich-Sunderland1,2013-2014,x
17 - 23 Mar 2014,"Saturday, Mar 22 2014",15:00,https://www.whoscored.com/Matches/720793/MatchReport/England-Premier-League-2013-2014-Cardiff-Liverpool,Cardiff-Liverpool,2013-2014,x
17 - 23 Mar 2014,"Saturday, Mar 22 2014",17:30,https://www.whoscored.com/Matches/720805/MatchReport/England-Premier-League-2013-2014-West-Ham-Manchester-United,West Ham-Manchester United,2013-2014,x
17 - 23 Mar 2014,"Sunday, Mar 23 2014",13:30,https://www.whoscored.com/Matches/720803/MatchReport/England-Premier-League-2013-2014-Tottenham-Southampton,Tottenham-Southampton,2013-2014,x
17 - 23 Mar 2014,"Sunday, Mar 23 2014",16:00,https://www.whoscored.com/Matches/720792/MatchReport/England-Premier-League-2013-2014-Aston-Villa-Stoke,Aston Villa-Stoke,2013-2014,x
10 - 16 Mar 2014,"Saturday, Mar 15 2014",12:45,https://www.whoscored.com/Matches/720786/MatchReport/England-Premier-League-2013-2014-Hull-Manchester-City,Hull-Manchester City1,2013-2014,x
10 - 16 Mar 2014,"Saturday, Mar 15 2014",15:00,https://www.whoscored.com/Matches/720093/MatchReport/England-Premier-League-2013-2014-Swansea-West-Bromwich-Albion,Swansea-West Bromwich Albion,2013-2014,x
10 - 16 Mar 2014,"Saturday, Mar 15 2014",15:00,https://www.whoscored.com/Matches/720784/MatchReport/England-Premier-League-2013-2014-Everton-Cardiff,Everton-Cardiff,2013-2014,x
10 - 16 Mar 2014,"Saturday, Mar 15 2014",15:00,https://www.whoscored.com/Matches/720785/MatchReport/England-Premier-League-2013-2014-Fulham-Newcastle-United,Fulham-Newcastle United,2013-2014,x
10 - 16 Mar 2014,"Saturday, Mar 15 2014",15:00,https://www.whoscored.com/Matches/720788/MatchReport/England-Premier-League-2013-2014-Southampton-Norwich,Southampton-Norwich,2013-2014,x
10 - 16 Mar 2014,"Saturday, Mar 15 2014",15:00,https://www.whoscored.com/Matches/720789/MatchReport/England-Premier-League-2013-2014-Stoke-West-Ham,Stoke-West Ham,2013-2014,x
10 - 16 Mar 2014,"Saturday, Mar 15 2014",15:00,https://www.whoscored.com/Matches/720790/MatchReport/England-Premier-League-2013-2014-Sunderland-Crystal-Palace,Sunderland-Crystal Palace,2013-2014,x
10 - 16 Mar 2014,"Saturday, Mar 15 2014",17:30,https://www.whoscored.com/Matches/720783/MatchReport/England-Premier-League-2013-2014-Aston-Villa-Chelsea,Aston Villa-Chelsea2,2013-2014,x
10 - 16 Mar 2014,"Sunday, Mar 16 2014",13:30,https://www.whoscored.com/Matches/720787/MatchReport/England-Premier-League-2013-2014-Manchester-United-Liverpool,1Manchester United-Liverpool,2013-2014,x
10 - 16 Mar 2014,"Sunday, Mar 16 2014",16:00,https://www.whoscored.com/Matches/720791/MatchReport/England-Premier-League-2013-2014-Tottenham-Arsenal,Tottenham-Arsenal,2013-2014,x
3 - 9 Mar 2014,"Saturday, Mar 8 2014",12:45,https://www.whoscored.com/Matches/720781/MatchReport/England-Premier-League-2013-2014-West-Bromwich-Albion-Manchester-United,West Bromwich Albion-Manchester United,2013-2014,x
3 - 9 Mar 2014,"Saturday, Mar 8 2014",15:00,https://www.whoscored.com/Matches/720770/MatchReport/England-Premier-League-2013-2014-Crystal-Palace-Southampton,Crystal Palace-Southampton,2013-2014,x
3 - 9 Mar 2014,"Saturday, Mar 8 2014",15:00,https://www.whoscored.com/Matches/720780/MatchReport/England-Premier-League-2013-2014-Norwich-Stoke,Norwich-Stoke1,2013-2014,x
3 - 9 Mar 2014,"Saturday, Mar 8 2014",15:00,https://www.whoscored.com/Matches/720766/MatchReport/England-Premier-League-2013-2014-Cardiff-Fulham,Cardiff-Fulham,2013-2014,x
3 - 9 Mar 2014,"Saturday, Mar 8 2014",17:30,https://www.whoscored.com/Matches/720768/MatchReport/England-Premier-League-2013-2014-Chelsea-Tottenham,Chelsea-Tottenham1,2013-2014,x
24 Feb - 2 Mar 2014,"Saturday, Mar 1 2014",15:00,https://www.whoscored.com/Matches/720765/MatchReport/England-Premier-League-2013-2014-Everton-West-Ham,Everton-West Ham,2013-2014,x
24 Feb - 2 Mar 2014,"Saturday, Mar 1 2014",15:00,https://www.whoscored.com/Matches/720767/MatchReport/England-Premier-League-2013-2014-Fulham-Chelsea,Fulham-Chelsea,2013-2014,x
24 Feb - 2 Mar 2014,"Saturday, Mar 1 2014",15:00,https://www.whoscored.com/Matches/720769/MatchReport/England-Premier-League-2013-2014-Hull-Newcastle-United,Hull-Newcastle United,2013-2014,x
24 Feb - 2 Mar 2014,"Saturday, Mar 1 2014",15:00,https://www.whoscored.com/Matches/720775/MatchReport/England-Premier-League-2013-2014-Stoke-Arsenal,Stoke-Arsenal,2013-2014,x
24 Feb - 2 Mar 2014,"Saturday, Mar 1 2014",17:30,https://www.whoscored.com/Matches/720773/MatchReport/England-Premier-League-2013-2014-Southampton-Liverpool,Southampton-Liverpool,2013-2014,x
24 Feb - 2 Mar 2014,"Sunday, Mar 2 2014",16:30,https://www.whoscored.com/Matches/720760/MatchReport/England-Premier-League-2013-2014-Swansea-Crystal-Palace,1Swansea-Crystal Palace,2013-2014,x
24 Feb - 2 Mar 2014,"Sunday, Mar 2 2014",16:30,https://www.whoscored.com/Matches/720762/MatchReport/England-Premier-League-2013-2014-Tottenham-Cardiff,Tottenham-Cardiff,2013-2014,x
24 Feb - 2 Mar 2014,"Sunday, Mar 2 2014",16:30,https://www.whoscored.com/Matches/720763/MatchReport/England-Premier-League-2013-2014-Aston-Villa-Norwich,Aston Villa-Norwich,2013-2014,x
17 - 23 Feb 2014,"Saturday, Feb 22 2014",12:45,https://www.whoscored.com/Matches/720751/MatchReport/England-Premier-League-2013-2014-Chelsea-Everton,Chelsea-Everton,2013-2014,x
17 - 23 Feb 2014,"Saturday, Feb 22 2014",15:00,https://www.whoscored.com/Matches/720748/MatchReport/England-Premier-League-2013-2014-Arsenal-Sunderland,Arsenal-Sunderland,2013-2014,x
17 - 23 Feb 2014,"Saturday, Feb 22 2014",15:00,https://www.whoscored.com/Matches/720750/MatchReport/England-Premier-League-2013-2014-Cardiff-Hull,Cardiff-Hull,2013-2014,x
17 - 23 Feb 2014,"Saturday, Feb 22 2014",15:00,https://www.whoscored.com/Matches/720754/MatchReport/England-Premier-League-2013-2014-Manchester-City-Stoke,Manchester City-Stoke,2013-2014,x
17 - 23 Feb 2014,"Saturday, Feb 22 2014",15:00,https://www.whoscored.com/Matches/720759/MatchReport/England-Premier-League-2013-2014-West-Bromwich-Albion-Fulham,West Bromwich Albion-Fulham,2013-2014,x
17 - 23 Feb 2014,"Saturday, Feb 22 2014",15:00,https://www.whoscored.com/Matches/720761/MatchReport/England-Premier-League-2013-2014-West-Ham-Southampton,West Ham-Southampton,2013-2014,x
17 - 23 Feb 2014,"Saturday, Feb 22 2014",17:30,https://www.whoscored.com/Matches/720752/MatchReport/England-Premier-League-2013-2014-Crystal-Palace-Manchester-United,Crystal Palace-Manchester United,2013-2014,x
17 - 23 Feb 2014,"Sunday, Feb 23 2014",13:30,https://www.whoscored.com/Matches/720753/MatchReport/England-Premier-League-2013-2014-Liverpool-Swansea,Liverpool-Swansea,2013-2014,x
17 - 23 Feb 2014,"Sunday, Feb 23 2014",13:30,https://www.whoscored.com/Matches/720755/MatchReport/England-Premier-League-2013-2014-Newcastle-United-Aston-Villa,Newcastle United-Aston Villa,2013-2014,x
17 - 23 Feb 2014,"Sunday, Feb 23 2014",16:00,https://www.whoscored.com/Matches/720756/MatchReport/England-Premier-League-2013-2014-Norwich-Tottenham,Norwich-Tottenham,2013-2014,x
10 - 16 Feb 2014,"Tuesday, Feb 11 2014",19:45,https://www.whoscored.com/Matches/720730/MatchReport/England-Premier-League-2013-2014-Cardiff-Aston-Villa,Cardiff-Aston Villa,2013-2014,x
10 - 16 Feb 2014,"Tuesday, Feb 11 2014",19:45,https://www.whoscored.com/Matches/720732/MatchReport/England-Premier-League-2013-2014-Hull-Southampton,Hull-Southampton,2013-2014,x
10 - 16 Feb 2014,"Tuesday, Feb 11 2014",19:45,https://www.whoscored.com/Matches/720738/MatchReport/England-Premier-League-2013-2014-West-Ham-Norwich,West Ham-Norwich,2013-2014,x
10 - 16 Feb 2014,"Tuesday, Feb 11 2014",20:00,https://www.whoscored.com/Matches/720736/MatchReport/England-Premier-League-2013-2014-West-Bromwich-Albion-Chelsea,West Bromwich Albion-Chelsea,2013-2014,x
10 - 16 Feb 2014,"Wednesday, Feb 12 2014",19:45,https://www.whoscored.com/Matches/720745/MatchReport/England-Premier-League-2013-2014-Arsenal-Manchester-United,Arsenal-Manchester United,2013-2014,x
10 - 16 Feb 2014,"Wednesday, Feb 12 2014",19:45,https://www.whoscored.com/Matches/720746/MatchReport/England-Premier-League-2013-2014-Newcastle-United-Tottenham,Newcastle United-Tottenham,2013-2014,x
10 - 16 Feb 2014,"Wednesday, Feb 12 2014",19:45,https://www.whoscored.com/Matches/720734/MatchReport/England-Premier-League-2013-2014-Stoke-Swansea,Stoke-Swansea,2013-2014,x
10 - 16 Feb 2014,"Wednesday, Feb 12 2014",20:00,https://www.whoscored.com/Matches/720742/MatchReport/England-Premier-League-2013-2014-Fulham-Liverpool,Fulham-Liverpool,2013-2014,x
3 - 9 Feb 2014,"Monday, Feb 3 2014",20:00,https://www.whoscored.com/Matches/720717/MatchReport/England-Premier-League-2013-2014-Manchester-City-Chelsea,Manchester City-Chelsea,2013-2014,x
3 - 9 Feb 2014,"Saturday, Feb 8 2014",12:45,https://www.whoscored.com/Matches/720731/MatchReport/England-Premier-League-2013-2014-Liverpool-Arsenal,Liverpool-Arsenal,2013-2014,x
3 - 9 Feb 2014,"Saturday, Feb 8 2014",15:00,https://www.whoscored.com/Matches/720225/MatchReport/England-Premier-League-2013-2014-Crystal-Palace-West-Bromwich-Albion,Crystal Palace-West Bromwich Albion,2013-2014,x
3 - 9 Feb 2014,"Saturday, Feb 8 2014",15:00,https://www.whoscored.com/Matches/720726/MatchReport/England-Premier-League-2013-2014-Aston-Villa-West-Ham,Aston Villa-West Ham,2013-2014,x
3 - 9 Feb 2014,"Saturday, Feb 8 2014",15:00,https://www.whoscored.com/Matches/720728/MatchReport/England-Premier-League-2013-2014-Chelsea-Newcastle-United,Chelsea-Newcastle United,2013-2014,x
3 - 9 Feb 2014,"Saturday, Feb 8 2014",15:00,https://www.whoscored.com/Matches/720735/MatchReport/England-Premier-League-2013-2014-Norwich-Manchester-City,Norwich-Manchester City,2013-2014,x
3 - 9 Feb 2014,"Saturday, Feb 8 2014",15:00,https://www.whoscored.com/Matches/720737/MatchReport/England-Premier-League-2013-2014-Southampton-Stoke,Southampton-Stoke,2013-2014,x
3 - 9 Feb 2014,"Saturday, Feb 8 2014",15:00,https://www.whoscored.com/Matches/720739/MatchReport/England-Premier-League-2013-2014-Sunderland-Hull,1Sunderland-Hull,2013-2014,x
3 - 9 Feb 2014,"Saturday, Feb 8 2014",17:30,https://www.whoscored.com/Matches/720741/MatchReport/England-Premier-League-2013-2014-Swansea-Cardiff,Swansea-Cardiff,2013-2014,x
3 - 9 Feb 2014,"Sunday, Feb 9 2014",13:30,https://www.whoscored.com/Matches/720743/MatchReport/England-Premier-League-2013-2014-Tottenham-Everton,Tottenham-Everton,2013-2014,x
3 - 9 Feb 2014,"Sunday, Feb 9 2014",16:00,https://www.whoscored.com/Matches/720733/MatchReport/England-Premier-League-2013-2014-Manchester-United-Fulham,Manchester United-Fulham,2013-2014,x
27 Jan - 2 Feb 2014,"Tuesday, Jan 28 2014",19:45,https://www.whoscored.com/Matches/720710/MatchReport/England-Premier-League-2013-2014-Manchester-United-Cardiff,Manchester United-Cardiff,2013-2014,x
27 Jan - 2 Feb 2014,"Tuesday, Jan 28 2014",19:45,https://www.whoscored.com/Matches/720712/MatchReport/England-Premier-League-2013-2014-Norwich-Newcastle-United,1Norwich-Newcastle United1,2013-2014,x
27 Jan - 2 Feb 2014,"Tuesday, Jan 28 2014",19:45,https://www.whoscored.com/Matches/720714/MatchReport/England-Premier-League-2013-2014-Southampton-Arsenal,Southampton-Arsenal1,2013-2014,x
27 Jan - 2 Feb 2014,"Tuesday, Jan 28 2014",19:45,https://www.whoscored.com/Matches/720718/MatchReport/England-Premier-League-2013-2014-Swansea-Fulham,Swansea-Fulham,2013-2014,x
27 Jan - 2 Feb 2014,"Tuesday, Jan 28 2014",20:00,https://www.whoscored.com/Matches/720706/MatchReport/England-Premier-League-2013-2014-Crystal-Palace-Hull,Crystal Palace-Hull1,2013-2014,x
27 Jan - 2 Feb 2014,"Tuesday, Jan 28 2014",20:00,https://www.whoscored.com/Matches/720707/MatchReport/England-Premier-League-2013-2014-Liverpool-Everton,Liverpool-Everton,2013-2014,x
27 Jan - 2 Feb 2014,"Wednesday, Jan 29 2014",19:45,https://www.whoscored.com/Matches/720705/MatchReport/England-Premier-League-2013-2014-Aston-Villa-West-Bromwich-Albion,Aston Villa-West Bromwich Albion,2013-2014,x
27 Jan - 2 Feb 2014,"Wednesday, Jan 29 2014",19:45,https://www.whoscored.com/Matches/720716/MatchReport/England-Premier-League-2013-2014-Sunderland-Stoke,Sunderland-Stoke1,2013-2014,x
27 Jan - 2 Feb 2014,"Wednesday, Jan 29 2014",19:45,https://www.whoscored.com/Matches/720720/MatchReport/England-Premier-League-2013-2014-Chelsea-West-Ham,Chelsea-West Ham,2013-2014,x
27 Jan - 2 Feb 2014,"Wednesday, Jan 29 2014",19:45,https://www.whoscored.com/Matches/720722/MatchReport/England-Premier-League-2013-2014-Tottenham-Manchester-City,1Tottenham-Manchester City,2013-2014,x
27 Jan - 2 Feb 2014,"Saturday, Feb 1 2014",12:45,https://www.whoscored.com/Matches/720719/MatchReport/England-Premier-League-2013-2014-Newcastle-United-Sunderland,Newcastle United-Sunderland,2013-2014,x
27 Jan - 2 Feb 2014,"Saturday, Feb 1 2014",12:45,https://www.whoscored.com/Matches/720725/MatchReport/England-Premier-League-2013-2014-West-Ham-Swansea,1West Ham-Swansea,2013-2014,x
27 Jan - 2 Feb 2014,"Saturday, Feb 1 2014",15:00,https://www.whoscored.com/Matches/720721/MatchReport/England-Premier-League-2013-2014-Stoke-Manchester-United,Stoke-Manchester United,2013-2014,x
27 Jan - 2 Feb 2014,"Saturday, Feb 1 2014",15:00,https://www.whoscored.com/Matches/720709/MatchReport/England-Premier-League-2013-2014-Cardiff-Norwich,Cardiff-Norwich,2013-2014,x
27 Jan - 2 Feb 2014,"Saturday, Feb 1 2014",15:00,https://www.whoscored.com/Matches/720711/MatchReport/England-Premier-League-2013-2014-Everton-Aston-Villa,Everton-Aston Villa,2013-2014,x
27 Jan - 2 Feb 2014,"Saturday, Feb 1 2014",15:00,https://www.whoscored.com/Matches/720715/MatchReport/England-Premier-League-2013-2014-Hull-Tottenham,Hull-Tottenham,2013-2014,x
27 Jan - 2 Feb 2014,"Saturday, Feb 1 2014",15:00,https://www.whoscored.com/Matches/720713/MatchReport/England-Premier-League-2013-2014-Fulham-Southampton,Fulham-Southampton,2013-2014,x
27 Jan - 2 Feb 2014,"Sunday, Feb 2 2014",13:30,https://www.whoscored.com/Matches/720723/MatchReport/England-Premier-League-2013-2014-West-Bromwich-Albion-Liverpool,West Bromwich Albion-Liverpool,2013-2014,x
27 Jan - 2 Feb 2014,"Sunday, Feb 2 2014",16:00,https://www.whoscored.com/Matches/720724/MatchReport/England-Premier-League-2013-2014-Arsenal-Crystal-Palace,Arsenal-Crystal Palace,2013-2014,x
20 - 26 Jan 2014,"Monday, Jan 20 2014",20:00,https://www.whoscored.com/Matches/720703/MatchReport/England-Premier-League-2013-2014-West-Bromwich-Albion-Everton,West Bromwich Albion-Everton,2013-2014,x
13 - 19 Jan 2014,"Monday, Jan 13 2014",20:00,https://www.whoscored.com/Matches/720685/MatchReport/England-Premier-League-2013-2014-Aston-Villa-Arsenal,Aston Villa-Arsenal,2013-2014,x
13 - 19 Jan 2014,"Saturday, Jan 18 2014",12:45,https://www.whoscored.com/Matches/720701/MatchReport/England-Premier-League-2013-2014-Sunderland-Southampton,Sunderland-Southampton,2013-2014,x
13 - 19 Jan 2014,"Saturday, Jan 18 2014",15:00,https://www.whoscored.com/Matches/720704/MatchReport/England-Premier-League-2013-2014-West-Ham-Newcastle-United,West Ham-Newcastle United,2013-2014,x
13 - 19 Jan 2014,"Saturday, Jan 18 2014",15:00,https://www.whoscored.com/Matches/720690/MatchReport/England-Premier-League-2013-2014-Arsenal-Fulham,Arsenal-Fulham,2013-2014,x
13 - 19 Jan 2014,"Saturday, Jan 18 2014",15:00,https://www.whoscored.com/Matches/720694/MatchReport/England-Premier-League-2013-2014-Crystal-Palace-Stoke,Crystal Palace-Stoke,2013-2014,x
13 - 19 Jan 2014,"Saturday, Jan 18 2014",15:00,https://www.whoscored.com/Matches/720699/MatchReport/England-Premier-League-2013-2014-Manchester-City-Cardiff,Manchester City-Cardiff,2013-2014,x
13 - 19 Jan 2014,"Saturday, Jan 18 2014",15:00,https://www.whoscored.com/Matches/720700/MatchReport/England-Premier-League-2013-2014-Norwich-Hull,Norwich-Hull1,2013-2014,x
13 - 19 Jan 2014,"Saturday, Jan 18 2014",17:30,https://www.whoscored.com/Matches/720695/MatchReport/England-Premier-League-2013-2014-Liverpool-Aston-Villa,Liverpool-Aston Villa,2013-2014,x
13 - 19 Jan 2014,"Sunday, Jan 19 2014",13:30,https://www.whoscored.com/Matches/720702/MatchReport/England-Premier-League-2013-2014-Swansea-Tottenham,Swansea-Tottenham,2013-2014,x
13 - 19 Jan 2014,"Sunday, Jan 19 2014",16:00,https://www.whoscored.com/Matches/720692/MatchReport/England-Premier-League-2013-2014-Chelsea-Manchester-United,Chelsea-Manchester United1,2013-2014,x
6 - 12 Jan 2014,"Saturday, Jan 11 2014",12:45,https://www.whoscored.com/Matches/720693/MatchReport/England-Premier-League-2013-2014-Hull-Chelsea,Hull-Chelsea,2013-2014,x
6 - 12 Jan 2014,"Saturday, Jan 11 2014",15:00,https://www.whoscored.com/Matches/720684/MatchReport/England-Premier-League-2013-2014-Southampton-West-Bromwich-Albion,Southampton-West Bromwich Albion,2013-2014,x
6 - 12 Jan 2014,"Saturday, Jan 11 2014",15:00,https://www.whoscored.com/Matches/720687/MatchReport/England-Premier-League-2013-2014-Cardiff-West-Ham,Cardiff-West Ham1,2013-2014,x
6 - 12 Jan 2014,"Saturday, Jan 11 2014",15:00,https://www.whoscored.com/Matches/720688/MatchReport/England-Premier-League-2013-2014-Tottenham-Crystal-Palace,Tottenham-Crystal Palace,2013-2014,x
6 - 12 Jan 2014,"Saturday, Jan 11 2014",15:00,https://www.whoscored.com/Matches/720689/MatchReport/England-Premier-League-2013-2014-Everton-Norwich,Everton-Norwich,2013-2014,x
6 - 12 Jan 2014,"Saturday, Jan 11 2014",15:00,https://www.whoscored.com/Matches/720691/MatchReport/England-Premier-League-2013-2014-Fulham-Sunderland,Fulham-Sunderland,2013-2014,x
6 - 12 Jan 2014,"Saturday, Jan 11 2014",17:30,https://www.whoscored.com/Matches/720681/MatchReport/England-Premier-League-2013-2014-Manchester-United-Swansea,Manchester United-Swansea,2013-2014,x
6 - 12 Jan 2014,"Sunday, Jan 12 2014",14:05,https://www.whoscored.com/Matches/720682/MatchReport/England-Premier-League-2013-2014-Newcastle-United-Manchester-City,Newcastle United-Manchester City,2013-2014,x
6 - 12 Jan 2014,"Sunday, Jan 12 2014",16:10,https://www.whoscored.com/Matches/720686/MatchReport/England-Premier-League-2013-2014-Stoke-Liverpool,Stoke-Liverpool,2013-2014,x
30 Dec - 5 Jan 2014,"Wednesday, Jan 1 2014",12:45,https://www.whoscored.com/Matches/720497/MatchReport/England-Premier-League-2013-2014-Swansea-Manchester-City,Swansea-Manchester City,2013-2014,x
30 Dec - 5 Jan 2014,"Wednesday, Jan 1 2014",15:00,https://www.whoscored.com/Matches/720513/MatchReport/England-Premier-League-2013-2014-West-Bromwich-Albion-Newcastle-United,West Bromwich Albion-Newcastle United1,2013-2014,x
30 Dec - 5 Jan 2014,"Wednesday, Jan 1 2014",15:00,https://www.whoscored.com/Matches/720476/MatchReport/England-Premier-League-2013-2014-Southampton-Chelsea,Southampton-Chelsea,2013-2014,x
30 Dec - 5 Jan 2014,"Wednesday, Jan 1 2014",15:00,https://www.whoscored.com/Matches/720481/MatchReport/England-Premier-League-2013-2014-Stoke-Everton,Stoke-Everton,2013-2014,x
30 Dec - 5 Jan 2014,"Wednesday, Jan 1 2014",15:00,https://www.whoscored.com/Matches/720484/MatchReport/England-Premier-League-2013-2014-Sunderland-Aston-Villa,Sunderland-Aston Villa,2013-2014,x
30 Dec - 5 Jan 2014,"Wednesday, Jan 1 2014",15:00,https://www.whoscored.com/Matches/720450/MatchReport/England-Premier-League-2013-2014-Arsenal-Cardiff,Arsenal-Cardiff,2013-2014,x
30 Dec - 5 Jan 2014,"Wednesday, Jan 1 2014",15:00,https://www.whoscored.com/Matches/720455/MatchReport/England-Premier-League-2013-2014-Crystal-Palace-Norwich,Crystal Palace-Norwich1,2013-2014,x
30 Dec - 5 Jan 2014,"Wednesday, Jan 1 2014",15:00,https://www.whoscored.com/Matches/720465/MatchReport/England-Premier-League-2013-2014-Fulham-West-Ham,Fulham-West Ham1,2013-2014,x
30 Dec - 5 Jan 2014,"Wednesday, Jan 1 2014",15:00,https://www.whoscored.com/Matches/720468/MatchReport/England-Premier-League-2013-2014-Liverpool-Hull,Liverpool-Hull,2013-2014,x
30 Dec - 5 Jan 2014,"Wednesday, Jan 1 2014",17:30,https://www.whoscored.com/Matches/720474/MatchReport/England-Premier-League-2013-2014-Manchester-United-Tottenham,Manchester United-Tottenham,2013-2014,x
23 - 29 Dec 2013,"Monday, Dec 23 2013",20:00,https://www.whoscored.com/Matches/720345/MatchReport/England-Premier-League-2013-2014-Arsenal-Chelsea,Arsenal-Chelsea,2013-2014,x
23 - 29 Dec 2013,"Thursday, Dec 26 2013",12:45,https://www.whoscored.com/Matches/720385/MatchReport/England-Premier-League-2013-2014-Hull-Manchester-United,Hull-Manchester United1,2013-2014,x
23 - 29 Dec 2013,"Thursday, Dec 26 2013",15:00,https://www.whoscored.com/Matches/720373/MatchReport/England-Premier-League-2013-2014-Aston-Villa-Crystal-Palace,Aston Villa-Crystal Palace,2013-2014,x
23 - 29 Dec 2013,"Thursday, Dec 26 2013",15:00,https://www.whoscored.com/Matches/720376/MatchReport/England-Premier-League-2013-2014-Cardiff-Southampton,Cardiff-Southampton,2013-2014,x
23 - 29 Dec 2013,"Thursday, Dec 26 2013",15:00,https://www.whoscored.com/Matches/720380/MatchReport/England-Premier-League-2013-2014-Chelsea-Swansea,Chelsea-Swansea,2013-2014,x
23 - 29 Dec 2013,"Thursday, Dec 26 2013",15:00,https://www.whoscored.com/Matches/720383/MatchReport/England-Premier-League-2013-2014-Everton-Sunderland,1Everton-Sunderland,2013-2014,x
23 - 29 Dec 2013,"Thursday, Dec 26 2013",15:00,https://www.whoscored.com/Matches/720390/MatchReport/England-Premier-League-2013-2014-Newcastle-United-Stoke,Newcastle United-Stoke2,2013-2014,x
23 - 29 Dec 2013,"Thursday, Dec 26 2013",15:00,https://www.whoscored.com/Matches/720393/MatchReport/England-Premier-League-2013-2014-Norwich-Fulham,Norwich-Fulham,2013-2014,x
23 - 29 Dec 2013,"Thursday, Dec 26 2013",15:00,https://www.whoscored.com/Matches/720399/MatchReport/England-Premier-League-2013-2014-Tottenham-West-Bromwich-Albion,Tottenham-West Bromwich Albion,2013-2014,x
23 - 29 Dec 2013,"Thursday, Dec 26 2013",15:00,https://www.whoscored.com/Matches/720402/MatchReport/England-Premier-League-2013-2014-West-Ham-Arsenal,West Ham-Arsenal,2013-2014,x
23 - 29 Dec 2013,"Thursday, Dec 26 2013",17:30,https://www.whoscored.com/Matches/720388/MatchReport/England-Premier-League-2013-2014-Manchester-City-Liverpool,Manchester City-Liverpool,2013-2014,x
23 - 29 Dec 2013,"Saturday, Dec 28 2013",12:45,https://www.whoscored.com/Matches/720441/MatchReport/England-Premier-League-2013-2014-West-Ham-West-Bromwich-Albion,West Ham-West Bromwich Albion,2013-2014,x
23 - 29 Dec 2013,"Saturday, Dec 28 2013",15:00,https://www.whoscored.com/Matches/720428/MatchReport/England-Premier-League-2013-2014-Hull-Fulham,Hull-Fulham,2013-2014,x
23 - 29 Dec 2013,"Saturday, Dec 28 2013",15:00,https://www.whoscored.com/Matches/720429/MatchReport/England-Premier-League-2013-2014-Manchester-City-Crystal-Palace,Manchester City-Crystal Palace,2013-2014,x
23 - 29 Dec 2013,"Saturday, Dec 28 2013",15:00,https://www.whoscored.com/Matches/720434/MatchReport/England-Premier-League-2013-2014-Norwich-Manchester-United,Norwich-Manchester United,2013-2014,x
23 - 29 Dec 2013,"Saturday, Dec 28 2013",15:00,https://www.whoscored.com/Matches/720415/MatchReport/England-Premier-League-2013-2014-Aston-Villa-Swansea,Aston Villa-Swansea,2013-2014,x
23 - 29 Dec 2013,"Saturday, Dec 28 2013",17:30,https://www.whoscored.com/Matches/720418/MatchReport/England-Premier-League-2013-2014-Cardiff-Sunderland,Cardiff-Sunderland,2013-2014,x
23 - 29 Dec 2013,"Sunday, Dec 29 2013",13:30,https://www.whoscored.com/Matches/720432/MatchReport/England-Premier-League-2013-2014-Newcastle-United-Arsenal,Newcastle United-Arsenal,2013-2014,x
23 - 29 Dec 2013,"Sunday, Dec 29 2013",13:30,https://www.whoscored.com/Matches/720424/MatchReport/England-Premier-League-2013-2014-Everton-Southampton,Everton-Southampton,2013-2014,x
23 - 29 Dec 2013,"Sunday, Dec 29 2013",16:00,https://www.whoscored.com/Matches/720437/MatchReport/England-Premier-League-2013-2014-Tottenham-Stoke,Tottenham-Stoke,2013-2014,x
23 - 29 Dec 2013,"Sunday, Dec 29 2013",16:00,https://www.whoscored.com/Matches/720420/MatchReport/England-Premier-League-2013-2014-Chelsea-Liverpool,Chelsea-Liverpool,2013-2014,x
16 - 22 Dec 2013,"Saturday, Dec 21 2013",12:45,https://www.whoscored.com/Matches/720350/MatchReport/England-Premier-League-2013-2014-Liverpool-Cardiff,Liverpool-Cardiff,2013-2014,x
